,index,id,title,rating,user
7291,5,3587786,One Day at a Time,3,1767
7292,6,6433125,"Lucky Break (Lucky, #3)",3,1767
7293,7,15128846,You Can Run But You Can't Hide: The Life and Times of Dog the Bounty Hunter,4,1767
7294,8,48855,The Diary of a Young Girl,3,1767
7295,9,95431,"Preacher, Volume 1: Gone to Texas",0,1767
7296,10,23754,"Preludes & Nocturnes (The Sandman, #1)",0,1767
7297,11,2205321,Letters to a Secret Lover,0,1767
7298,12,3863861,Just the Sexiest Man Alive,0,1767
7299,13,59810,"Jewels of the Sun (Gallaghers of Ardmore, #1)",0,1767
7300,14,5082599,Practice Makes Perfect,0,1767
7301,15,13486122,"The Marriage Bargain (Marriage to a Billionaire, #1)",0,1767
7302,16,13451045,"Bared to You (Crossfire, #1)",0,1767
7303,17,2754526,"Hotter After Midnight (Midnight, #1)",2,1767
7304,18,11857408,"Fifty Shades Darker (Fifty Shades, #2)",5,1767
7305,19,15811679,When Love Goes Bad,0,1767
7306,0,51475524,Savage (Rosewood High #3),0,1768
7307,1,50723451,Paine (Rosewood High #2),0,1768
7308,2,48907109,Thorn (Rosewood High #1),0,1768
7309,3,53540233,A Silly Hollywood Crush (Deliciously Scandalous Book 1),0,1768
7310,4,43545629,That Wild Player: A Standalone Bad Boy Billionaire & (Former) Good Girl Romantic Comedy,0,1768
7311,5,38198276,That Sexy Stranger: A Standalone Romantic Comedy,0,1768
7312,6,54436166,"The One Night Stand Next Door (The Girl Next Door, #0.5)",0,1768
7313,7,53710789,Dating My Sworn Enemy (Lovers' Lane #5),4,1768
7314,8,53404886,Disobeying My Boss (Lovers' Lane #3),4,1768
7315,9,51781351,"My Big, Fat, Fake Wedding",0,1768
7316,10,53554263,My Big Fat Fake Engagement,4,1768
7317,11,52733468,Crushing on My Neighbor (Lovers' Lane #2),4,1768
7318,12,43890363,"The Play (Briar U, #3)",5,1768
7319,13,51794298,Stealing My Best Friend (Lovers' Lane #1),4,1768
7320,14,41032121,"The Risk (Briar U, #2)",5,1768
7321,15,53311317,Faking It with the Frenemy,4,1768
7322,16,54370196,Fallen Crest Campout: A Fallen Crest/Crew crossover novella,0,1768
7323,17,36743705,"Savage Prince (Savage Trilogy, #1)",0,1768
7324,18,48677178,By a Thread,4,1768
7325,19,43567093,Scoring Chance: A Second Chance Hockey Romance (Rules of the Game Book 1),4,1768
7326,0,6184745,Deeper,0,1769
7327,1,1861535,"Tempted (Alex Kennedy, #1)",0,1769
7328,2,6717244,Switch,0,1769
7329,3,15789864,"For His Trust (For His Pleasure, #5)",0,1769
7330,4,15776104,"For His Honor (For His Pleasure, #4)",0,1769
7331,5,15752041,"For His Keeping (For His Pleasure, #3)",0,1769
7332,6,15733928,"For His Taking (For His Pleasure, #2)",0,1769
7333,7,15709104,"For His Pleasure (For His Pleasure, #1)",0,1769
7334,8,883738,"The Diloggún: The Orishas, Proverbs, Sacrifices, and Prohibitions of Cuban Santería",0,1769
7335,9,6060016,The Five Lessons a Millionaire Taught Me for Women,0,1769
7336,0,6596,The Four Agreements: A Practical Guide to Personal Freedom,0,1770
7337,1,136977,The Places That Scare You: A Guide to Fearlessness in Difficult Times,0,1770
7338,0,29964299,A fizika kultúrtörténete a kezdetektől a huszadik század végéig,0,1772
7339,1,3724792,A Book of Sea Legends,0,1772
7340,2,2859929,The Girl Who Swam with the Fish: An Athabascan Legend,0,1772
7341,3,535123,The Wandering Unicorn,0,1772
7342,4,8356527,Museum of the Weird,0,1772
7343,5,18623474,The Rental Heart and Other Fairytales,0,1772
7344,6,13253994,Diving Belles,0,1772
7345,7,2998,The Secret Garden,0,1772
7346,8,3008,A Little Princess,0,1772
7347,9,1934,Little Women,0,1772
7348,10,16793,Stardust,4,1772
7349,11,13562763,The Vanishing Act,5,1772
7350,0,12022079,Home Front,5,1773
7351,1,14758,In Her Shoes,5,1773
7352,2,42149,Baby Proof,4,1773
7353,0,17260859,ಮಾಂಡೋವಿ [Mandovi],0,1774
7354,0,36546356,Anna Karenina,0,1775
7355,1,42998972,The Golden Hour,0,1775
7356,2,43209729,Rough Magic: Riding the World's Loneliest Horse Race,0,1775
7357,3,36896544,Fruit of the Drunken Tree,0,1775
7358,4,34051011,Pachinko,0,1775
7359,5,40195463,Circe,0,1775
7360,6,24228353,Trail of Broken Wings,0,1775
7361,7,39948633,Where the Crawdads Sing,0,1775
7362,8,28187230,The Woman in Cabin 10,0,1775
7363,9,26893819,The Girls,0,1775
7364,10,34384037,The Hideaway,4,1775
7365,11,8120173,The Book Thief,5,1775
7366,12,36113533,Grist Mill Road,0,1775
7367,13,35280880,The Woman in the Window,3,1775
7368,14,33984894,The Power,0,1775
7369,15,5711242,"The Devil in the White City: Murder, Magic, and Madness at the Fair that Changed America",0,1775
7370,16,17204679,Man's Search for Meaning,0,1775
7371,17,30298108,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,0,1775
7372,18,35906603,The Storied Life of A.J. Fikry,0,1775
7373,19,35498621,Turtles All the Way Down,0,1775
7374,0,11505797,"Beautiful Disaster (Beautiful, #1)",0,1778
7375,0,32727440,The Best Part of My Day Healing Journal,0,1780
7376,1,18006501,Beautiful Downfall,5,1780
7377,2,47212,"Storm Front (The Dresden Files, #1)",0,1780
7378,0,18126456,"The Witch's Broom: The Craft, Lore & Magick of Broomsticks",0,1781
7379,0,13584236,"Fifty Shades Trilogy (Fifty Shades, #1-3)",0,1782
7380,1,13548945,Fifty-one Shades: A Parody,0,1782
7381,0,50165,Jane Eyre,0,1783
7382,1,13451045,"Bared to You (Crossfire, #1)",0,1783
7383,0,35960097,Forgiving God: A Story of Faith,0,1785
7384,1,13021305,Economic Warfare: Secrets of Wealth Creation in the Age of Welfare Politics,0,1785
7385,2,156538,North and South,0,1785
7386,3,19754607,"Supernova: The Knight, the Princess and the Falling Star",3,1785
7387,4,777824,Parade's End,0,1785
7388,5,16006282,By Grace and Banners Fallen: Prologue to A Memory of Light,0,1785
7389,6,7743175,"A Memory of Light (The Wheel of Time, #14)",0,1785
7390,7,8253920,"Towers of Midnight (The Wheel of Time, #13)",3,1785
7391,8,1166599,"The Gathering Storm (The Wheel of Time, #12)",3,1785
7392,9,429024,The Old Curiosity Shop,3,1785
7393,10,33,"The Lord of the Rings (The Lord of the Rings, #1-3)",4,1785
7394,11,1420,Hamlet,4,1785
7395,12,15241,"The Two Towers (The Lord of the Rings, #2)",3,1785
7396,13,7603,Reading Lolita in Tehran: A Memoir in Books,3,1785
7397,14,18512,"The Return of the King (The Lord of the Rings, #3)",4,1785
7398,15,8127,"Anne of Green Gables (Anne of Green Gables, #1)",5,1785
7399,16,3431,The Five People You Meet in Heaven,2,1785
7400,17,70401,On the Road,2,1785
7401,18,5060378,"The Girl Who Played with Fire (Millennium, #2)",3,1785
7402,19,36072,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,3,1785
7403,0,14329196,I Ordered My Future Yesterday: The Julie Cox Story,0,1786
7404,1,6333646,"James Potter and the Curse of the Gatekeeper (James Potter, #2)",0,1786
7405,2,297,Treasure Island,0,1786
7406,0,5664022,حوار مع صديقي الملحد,0,1787
7407,1,6321405,نظرية النسبية,0,1787
7408,0,106393,The Coldest Winter Ever,0,1789
7409,1,14290606,"Love, Lies, and Lust",0,1789
7410,2,11273507,The Lies We Tell for Love,0,1789
7411,3,7030471,What We Won't Do For Love,0,1789
7412,4,8176067,Married to His Lies,0,1789
7413,0,12031532,The Garden of Evening Mists,4,1790
7414,1,1294332,"Girl with Green Eyes (The Country Girls Trilogy, #2)",0,1790
7415,2,13227454,"The Unlikely Pilgrimage of Harold Fry (Harold Fry, #1)",0,1790
7416,3,244383,Ask and It Is Given: Learning to Manifest Your Desires,5,1790
7417,4,129603,You Can Heal Your Life,5,1790
7418,5,832543,Anatomy of the Spirit: The Seven Stages of Power and Healing,4,1790
7419,6,15019,"Conversations With God: An Uncommon Dialogue, Book 2",4,1790
7420,7,347852,"The Road Less Traveled: A New Psychology of Love, Traditional Values and Spiritual Growth",0,1790
7421,8,773038,The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams,4,1790
7422,9,52529,"The Secret (The Secret, #1)",3,1790
7423,10,3431,The Five People You Meet in Heaven,4,1790
7424,11,6596,The Four Agreements: A Practical Guide to Personal Freedom,4,1790
7425,12,13103,"The Celestine Prophecy (Celestine Prophecy, #1)",3,1790
7426,13,2547,The Prophet,5,1790
7427,14,19501,"Eat, Pray, Love",3,1790
7428,15,6708,The Power of Now: A Guide to Spiritual Enlightenment,4,1790
7429,16,119073,The Name of the Rose,0,1790
7430,17,6101138,"Wolf Hall (Thomas Cromwell, #1)",0,1790
7431,18,4799,Cannery Row (Cannery Row #1),4,1790
7432,19,1953,A Tale of Two Cities,4,1790
7433,0,5470,1984,0,1791
7434,1,14935,Sense and Sensibility,0,1791
7435,0,13335037,"Divergent (Divergent, #1)",0,1792
7436,1,2475251,The Cellist of Sarajevo,4,1792
7437,2,12031532,The Garden of Evening Mists,3,1792
7438,3,8745,Desert Flower,3,1792
7439,4,13497818,The Casual Vacancy,4,1792
7440,5,833701,On Beauty,5,1792
7441,6,15015218,Gold,4,1792
7442,7,7140222,The Crimson Rooms (Evelyn Gifford #1),4,1792
7443,8,9414177,"Tiny Sunbirds, Far Away",0,1792
7444,9,5759,Fight Club,0,1792
7445,10,77203,The Kite Runner,5,1792
7446,11,11230081,Seriously... I'm Kidding,0,1792
7447,12,2318271,The Last Lecture,5,1792
7448,13,11125,Digital Fortress,3,1792
7449,14,157993,The Little Prince,4,1792
7450,15,1241,A Million Little Pieces,0,1792
7451,16,15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",4,1792
7452,17,4671,The Great Gatsby,0,1792
7453,18,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",4,1792
7454,19,865,The Alchemist,3,1792
7455,0,23766634,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",4,1794
7456,1,17927395,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",4,1794
7457,2,16096824,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",4,1794
7458,3,31076583,"A Court of Frost and Starlight (A Court of Thorns and Roses, #3.1)",1,1794
7459,4,7896527,"Throne of Glass (Throne of Glass, #1)",0,1794
7460,5,28249,"The Magicians' Guild (Black Magician Trilogy, #1)",3,1794
7461,6,10965,"A Breath of Snow and Ashes (Outlander, #6)",2,1794
7462,7,10967,"The Fiery Cross (Outlander, #5)",2,1794
7463,8,10988,"Drums of Autumn (Outlander, #4)",2,1794
7464,9,5364,"Dragonfly in Amber (Outlander, #2)",3,1794
7465,10,10987,"Voyager (Outlander, #3)",2,1794
7466,11,7664041,"Inheritance (The Inheritance Cycle, #4)",3,1794
7467,12,228665,"The Eye of the World (The Wheel of Time, #1)",1,1794
7468,13,769483,"Magyk (Septimus Heap, #1)",2,1794
7469,14,561456,"The Titan's Curse (Percy Jackson and the Olympians, #3)",2,1794
7470,15,4502507,"The Last Olympian (Percy Jackson and the Olympians, #5)",2,1794
7471,16,249747,"Artemis Fowl (Artemis Fowl, #1)",4,1794
7472,17,2120932,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",2,1794
7473,18,18884,Polgara the Sorceress,4,1794
7474,19,235718,"Succubus Blues (Georgina Kincaid, #1)",2,1794
7475,0,7613,Animal Farm,0,1795
7476,1,33600,Shantaram,0,1795
7477,2,99561,Looking for Alaska,3,1795
7478,3,1774836,The Palace of Illusions,0,1795
7479,4,15698745,कैंजा,4,1795
7480,5,18597047,The Mahabharata Secret,3,1795
7481,6,1768603,The White Tiger,4,1795
7482,7,77203,The Kite Runner,5,1795
7483,8,33,"The Lord of the Rings (The Lord of the Rings, #1-3)",5,1795
7484,9,54270,Mein Kampf,0,1795
7485,10,2318418,The Doomsday Conspiracy / The Stars Shine Down,0,1795
7486,11,865,The Alchemist,4,1795
7487,12,128029,A Thousand Splendid Suns,0,1795
7488,13,15783514,The Ocean at the End of the Lane,0,1795
7489,0,1598309,"Wolf's Rain, Vol. 1 (Wolf's Rain, #1)",0,1798
7490,1,568592,"Fushigi Yûgi: The Mysterious Play, Vol. 1: Priestess",0,1798
7491,2,500503,"Sailor Moon, Vol. 1 (Sailor Moon, #1)",0,1798
7492,3,16012,"Paradise Kiss, Vol. 1",0,1798
7493,4,229145,"Cardcaptor Sakura, Vol. 1 (Cardcaptor Sakura, #1)",0,1798
7494,5,1237398,"One Piece, Volume 1: Romance Dawn",0,1798
7495,6,294963,"Rurouni Kenshin, Volume 01",0,1798
7496,7,330744,"InuYasha: Turning Back Time (InuYasha, #1)",0,1798
7497,8,870,"Fullmetal Alchemist, Vol. 1 (Fullmetal Alchemist, #1)",0,1798
7498,9,13570,"Tsubasa: RESERVoir CHRoNiCLE, Vol. 1",0,1798
7499,10,856917,"Absolute Boyfriend, Vol. 1",0,1798
7500,0,35400729,The Unkillable Kitty O'Kane,3,1799
7501,1,41729631,"Wilderness, The Gateway To The Soul: Spiritual Enlightenment Through Wilderness",5,1799
7502,2,16056201,The Bicycle Commuter's Handbook: * Gear You Need * Clothes to Wear * Tips for Traffic * Roadside Repair,4,1799
7503,3,8517934,Graeter's Ice Cream: An Irresistible History,4,1799
7504,4,4671,The Great Gatsby,5,1799
7505,5,24731,The Tortilla Curtain,0,1799
7506,6,31409135,The Radium Girls: The Dark Story of America's Shining Women,0,1799
7507,7,23602546,The Secret History of Wonder Woman,0,1799
7508,8,22875054,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",0,1799
7509,9,26265414,The History and Haunting of the Stanley Hotel,0,1799
7510,10,107510,Hrafnkel's Saga and Other Icelandic Stories,0,1799
7511,11,30753702,Girls Auto Clinic Glove Box Guide,0,1799
7512,12,18692431,"Everything, Everything",0,1799
7513,13,11588,The Shining,4,1799
7514,14,38447,"The Handmaid's Tale (The Handmaid's Tale, #1)",5,1799
7515,15,843869,The Matchmakers,3,1799
7516,16,65493,Tomorrow's Dream,5,1799
7517,17,1768106,Dana's Valley,5,1799
7518,18,1252180,Return to Harmony,5,1799
7519,19,65479,The Canadian West Saga (Canadian West #1-4),4,1799
7520,0,40604822,In Another Time,0,1800
7521,1,334176,"The Sparrow (The Sparrow, #1)",0,1800
7522,2,40200,The Crimson Petal and the White,0,1800
7523,3,36684304,The Book of Strange New Things,4,1800
7524,4,17934474,Doing Harm,0,1800
7525,5,25526965,"End of Watch (Bill Hodges Trilogy, #3)",0,1800
7526,6,7141642,The Thousand Autumns of Jacob de Zoet,0,1800
7527,7,976,Deception Point,0,1800
7528,8,142211,"Teddy Bear, Teddy Bear: A Classic Action Rhyme",0,1800
7529,9,836391,"Good Night, Fairies",3,1800
7530,0,5470,1984,0,1801
7531,0,6318407,موسوعة مصر القديمة: في مدنية مصر وثقافتها في الدولة القديمة والعهد الإهناسي - الجزء الثاني,0,1802
7532,0,50196744,Know My Name,0,1803
7533,1,20484545,It Was Me All Along,0,1803
7534,2,41057294,Normal People,0,1803
7535,3,11486,The Color Purple,0,1803
7536,4,399262,Happening,0,1803
7537,5,881046,Raising a Sensory Smart Child: The Definitive Handbook for Helping Your Child with Sensory Integration Issues,0,1803
7538,6,388185,Birthing from Within: An Extra-Ordinary Guide to Childbirth Preparation,5,1803
7539,7,36321848,Fruit Of Knowledge: The Vulva vs. The Patriarchy,0,1803
7540,8,42790791,Salt in My Soul: An Unfinished Life,0,1803
7541,9,42507123,I Am a Stranger Here Myself,0,1803
7542,10,24687,Don't Let's Go to the Dogs Tonight: An African Childhood,0,1803
7543,11,36204320,I'm Just Happy to Be Here: A Memoir of Renegade Mothering,4,1803
7544,12,34096201,Jell-O Girls: A Family History,5,1803
7545,13,35840657,Heart Berries,0,1803
7546,14,454856,Look Me in the Eye: My Life with Asperger's,0,1803
7547,15,25733983,Lab Girl,0,1803
7548,16,4961048,Wishful Drinking,0,1803
7549,17,14241,The Liars' Club,5,1803
7550,18,13547180,Brain on Fire: My Month of Madness,0,1803
7551,19,26135825,Fun Home: A Family Tragicomic,0,1803
7552,0,7734264,Shut Up and Kiss Me,0,1804
7553,0,13103,"The Celestine Prophecy (Celestine Prophecy, #1)",0,1806
7554,0,52529,"The Secret (The Secret, #1)",0,1807
7555,0,31538635,"Short Stories from Hogwarts of Heroism, Hardship and Dangerous Hobbies (Pottermore Presents, #1)",0,1810
7556,1,31538614,"Short Stories from Hogwarts of Power, Politics and Pesky Poltergeists (Pottermore Presents, #2)",0,1810
7557,2,31538647,"Hogwarts: An Incomplete and Unreliable Guide (Pottermore Presents, #3)",0,1810
7558,3,6567017,"Will Grayson, Will Grayson",0,1810
7559,4,24817626,Go Set a Watchman,0,1810
7560,5,9460487,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",0,1810
7561,6,10534,The Art of War,0,1810
7562,7,13477676,"Forgive Me, Leonard Peacock",0,1810
7563,8,17900258,"Tip of the Tongue (Doctor Who 50th Anniversary E-Shorts, #5)",0,1810
7564,9,692755,The Crash of Hennington,0,1810
7565,10,978682,Topics About Which I Know Nothing,0,1810
7566,11,13638462,The Crane Wife,0,1810
7567,12,22910900,The Rest of Us Just Live Here,0,1810
7568,13,21969786,More Than This,0,1810
7569,14,8621462,A Monster Calls,0,1810
7570,15,17926802,"Snowscape (Chaos Walking, #3.5)",0,1810
7571,16,7540092,"Monsters of Men (Chaos Walking, #3)",0,1810
7572,17,17926807,"The Wide, Wide Sea (Chaos Walking, #2.5)",0,1810
7573,18,6043849,"The Ask and the Answer (Chaos Walking, #2)",0,1810
7574,19,2118745,"The Knife of Never Letting Go (Chaos Walking, #1)",0,1810
7575,0,6690798,"The Passage (The Passage, #1)",0,1812
7576,1,11735983,"Insurgent (Divergent, #2)",5,1812
7577,2,13335037,"Divergent (Divergent, #1)",4,1812
7578,3,18710190,"Allegiant (Divergent, #3)",3,1812
7579,4,6867,Atonement,0,1812
7580,5,12844575,"Gravity (The Taking, #1)",0,1812
7581,6,7260188,"Mockingjay (The Hunger Games, #3)",5,1812
7582,7,6148028,"Catching Fire (The Hunger Games, #2)",5,1812
7583,8,33512,"One Thousand White Women: The Journals of May Dodd (One Thousand White Women, #1)",0,1812
7584,9,1472878,"Firefly Lane (Firefly Lane, #1)",0,1812
7585,10,3720975,Handle with Care,2,1812
7586,11,31091,"Murder Most Royal (Tudor Saga, #5)",0,1812
7587,12,2872,Falling Angels,4,1812
7588,13,2873,The Virgin Blue,0,1812
7589,14,15595,The Midwife's Apprentice,0,1812
7590,15,6457081,Remarkable Creatures,0,1812
7591,16,24137,"Catherine, Called Birdy",0,1812
7592,17,89788,The Lady and the Unicorn,4,1812
7593,18,4965,Year of Wonders,0,1812
7594,19,7108001,"Abraham Lincoln: Vampire Hunter (Abraham Lincoln: Vampire Hunter, #1)",0,1812
7595,0,7884185,"Traveling with Pomegranates: A Mother and Daughter Journey to the Sacred Places of Greece, Turkey, and France",0,1815
7596,1,41592780,Mrs. Everything,0,1815
7597,2,40535988,"Queen Bee (Lowcountry Tales, #12)",0,1815
7598,3,36809135,Where the Crawdads Sing,5,1815
7599,4,15793184,Calling Me Home,4,1815
7600,5,80642,Garlic and Sapphires: The Secret Life of a Critic in Disguise,0,1815
7601,6,21671,Mystic River,0,1815
7602,7,37095,The Shell Seekers,0,1815
7603,8,24611732,Last Bus to Wisdom,3,1815
7604,9,37570546,"Maybe You Should Talk to Someone: A Therapist, Her Therapist, and Our Lives Revealed",5,1815
7605,10,34273236,Little Fires Everywhere,4,1815
7606,11,38746485,Becoming,4,1815
7607,12,35133922,Educated,5,1815
7608,13,20897517,In the Kingdom of Ice: The Grand and Terrible Polar Voyage of the USS Jeannette,0,1815
7609,14,34523120,The Revolution of Marina M. (The Revolution of Marina M. #1),0,1815
7610,15,29906980,Lincoln in the Bardo,0,1815
7611,16,15803059,Ordinary Grace,5,1815
7612,17,25785334,Missing Pieces,0,1815
7613,18,65056,"A Dog Year: Twelve Months, Four Dogs, and Me",0,1815
7614,19,25332115,The Sound of Gravel,0,1815
7615,0,5470,1984,0,1816
7616,1,7624,Lord of the Flies,0,1816
7617,0,19427193,I Too Had a Love Story,4,1819
7618,1,865,The Alchemist,2,1819
7619,2,11084145,Steve Jobs,0,1819
7620,0,3317654,Institutions and Organizations: Ideas and Interests,0,1820
7621,0,386260,A Tale of Two Cities,0,1821
7622,0,41061940,"Stony the Road: Reconstruction, White Supremacy, and the Rise of Jim Crow",0,1824
7623,1,40815366,How to Be an Antiracist,0,1824
7624,2,25360188,Between the World and Me,0,1824
7625,3,30843145,"Coercion (Montana Dragons, #1)",0,1824
7626,4,18751074,"The Duke and the Dressmaker (St. James, #1)",0,1824
7627,5,23480520,"The Curious Case of the Copper Corpse  (Flavia de Luce, #6.5)",0,1824
7628,6,36952426,"30-Day Whole Foods Slow Cooker Cookbook: Irresistible Recipes That Will Help You Lose Weight, Prevent Disease, and Make You Feel Better Than Ever Before",0,1824
7629,7,39014519,Scent of Danger (Sinclair and Raven #4),0,1824
7630,8,28791576,"Lost in the Highlands, The Thirteen Scotsman: (A Scottish Time Travel Romance) Book One",0,1824
7631,9,40003679,"Skulduggery Pleasant (Skulduggery Pleasant, #1)",0,1824
7632,10,36531149,"My Plain Jane (The Lady Janies, #2)",0,1824
7633,11,26065332,"The Hanging Tree (Rivers of London, #6)",0,1824
7634,12,33311974,Kilty as Charged (Kilty #1),0,1824
7635,13,18621945,"Broken Homes (Rivers of London, #4)",0,1824
7636,14,32831186,Lizzie's Earl (The Heir and a Spare #3),0,1824
7637,15,6130238,"Raven's Strike (Raven Set, #2)",0,1824
7638,16,28273024,"The Draig's Woman (Draig Clan, #1)",0,1824
7639,17,28797323,"The Black Key (The Lone City, #3)",0,1824
7640,18,25269791,"The White Rose (The Lone City, #2)",0,1824
7641,19,15753350,"Dangerous Talents (Vinlanders' Saga, #1)",0,1824
7642,0,267164,Ubiquity: Why Catastrophes Happen,0,1829
7643,1,1052,The Richest Man in Babylon,0,1829
7644,2,23164968,"Pirate Hunters: Treasure, Obsession, and the Search for a Legendary Pirate Ship",0,1829
7645,3,9530,Shadow Divers,0,1829
7646,4,3398625,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,0,1829
7647,5,11105595,Unbroken,3,1829
7648,6,16213,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,0,1829
7649,7,6493208,The Immortal Life of Henrietta Lacks,0,1829
7650,8,48500580,Shoe Dog: A Memoir by the Creator of NIKE,4,1829
7651,9,9562056,Wonders of the Solar System,0,1829
7652,10,43345615,The Outlaw Ocean: Journeys Across the Last Untamed Frontier,0,1829
7653,11,28055285,Walking the Himalayas,2,1829
7654,12,24904388,Find a Way,0,1829
7655,13,45715443,34 Years in Hell: My Time Inside America's Toughest Prisons,4,1829
7656,14,19186012,Canoeing the Congo: The First Source-to-Sea Descent of the Congo River,4,1829
7657,15,23124196,Last Man Off: A True Story of Disaster and Survival on the Antarctic Seas,4,1829
7658,16,34873461,Painting the Sand,3,1829
7659,17,39731655,In Extremis: The Life of War Correspondent Marie Colvin,0,1829
7660,18,36316835,The Volunteer: The True Story of the Resistance Hero who Infiltrated Auschwitz,0,1829
7661,19,43599513,The Body: A Guide for Occupants,0,1829
7662,0,18401393,The Martian,0,1830
7663,1,25890404,Fundamentals of Computer Science,0,1830
7664,2,11569098,"The Adventures of Tom Sawyer, Part 1.",4,1830
7665,3,18723741,"The Adventures of Tom Sawyer, Part 2.",0,1830
7666,4,13335037,"Divergent (Divergent, #1)",0,1830
7667,5,1618,The Curious Incident of the Dog in the Night-Time,4,1830
7668,6,5107,The Catcher in the Rye,2,1830
7669,7,2767052,"The Hunger Games (The Hunger Games, #1)",5,1830
7670,8,4671,The Great Gatsby,0,1830
7671,9,49378485,"To Kill a Mockingbird (To Kill a Mockingbird, #1)",0,1830
7672,10,26041571,Sherlock Holmes and the Boulevard Assassin,0,1830
7673,0,11324166,"Timeless (Parasol Protectorate, #5)",0,1831
7674,1,8356487,"Heartless (Parasol Protectorate, #4)",0,1831
7675,2,7719355,"Blameless (Parasol Protectorate, #3)",0,1831
7676,3,6933876,"Changeless (Parasol Protectorate, #2)",0,1831
7677,4,6381205,"Soulless (Parasol Protectorate, #1)",5,1831
7678,5,12875355,Death Comes to Pemberley,0,1831
7679,6,7061,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),0,1831
7680,7,1848444,"A Scandal in Bohemia (The Adventures of Sherlock Holmes, #1)",4,1831
7681,8,8709527,"Bloodlines (Bloodlines, #1)",0,1831
7682,9,977841,"The Alchemyst (The Secrets of the Immortal Nicholas Flamel, #1)",5,1831
7683,10,41424,Beauty: A Retelling of the Story of Beauty and the Beast,4,1831
7684,11,78411,"The Bad Beginning (A Series of Unfortunate Events, #1)",2,1831
7685,12,5907,"The Hobbit, or There and Back Again",4,1831
7686,13,37732,"Are You There God? It's Me, Margaret",2,1831
7687,14,561909,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,4,1831
7688,15,48855,The Diary of a Young Girl,5,1831
7689,16,24768,"Pretties (Uglies, #2)",3,1831
7690,17,1656001,"The Host (The Host, #1)",4,1831
7691,18,8458018,"The Warlock (The Secrets of the Immortal Nicholas Flamel, #5)",5,1831
7692,19,6641635,"The Golden Spiral (Hourglass Door, #2)",5,1831
7693,0,480479,Under the Tuscan Sun,0,1833
7694,1,42155,"Something Blue (Darcy & Rachel, #2)",0,1833
7695,0,32704465,"Bestie (Jokers' Wrath MC, #5)",0,1835
7696,1,31704386,"Deceit can be Deadly (Law of the Lycans, #8)",0,1835
7697,2,31304732,"Craving Hawk (The Aces' Sons, #3)",3,1835
7698,3,29419320,"Rough and Rowdy (Notorious Devils MC, #1)",0,1835
7699,4,30633337,"Rock Chick Reawakening (Rock Chick, #0.5)",5,1835
7700,5,28797647,"Craving Molly (The Aces' Sons, #2)",3,1835
7701,6,25818497,"Craving Trix (The Aces' Sons, #1)",4,1835
7702,7,23644329,"Rebel (Dead Man's Ink, #1)",0,1835
7703,8,28800089,"Filthy English (English, #2)",0,1835
7704,9,27152124,"Dirty English (English, #1)",0,1835
7705,10,25879951,"Sebring (Unfinished Hero, #5)",0,1835
7706,11,28287571,"Merry and Bright (Dream Man, #4.1)",0,1835
7707,12,27335087,"Bounty (Colorado Mountain, #7)",0,1835
7708,13,26145580,Sketch,0,1835
7709,14,24985347,"Valentine's Novella (Hades Hangmen, #2.5)",0,1835
7710,15,22107214,"Souls Unfractured (Hades Hangmen, #3)",0,1835
7711,16,23262621,"Raze (Scarred Souls, #1)",0,1835
7712,17,21243485,These Men (Men #1),0,1835
7713,18,27269944,"Ghost (Evil Dead MC, #5)",0,1835
7714,19,22843341,Stepbrother Dearest,0,1835
7715,0,7933615,"Hidden (House of Night, #10)",0,1838
7716,0,407308,God's Favorite,0,1840
7717,0,6048530,"Finger Lickin' Fifteen (Stephanie Plum, #15)",0,1841
7718,1,11746513,"Explosive Eighteen (Stephanie Plum, #18)",0,1841
7719,2,9583508,"Smokin' Seventeen (Stephanie Plum, #17)",0,1841
7720,3,7023554,"Sizzling Sixteen (Stephanie Plum, #16)",0,1841
7721,4,2292384,"Fearless Fourteen (Stephanie Plum, #14)",0,1841
7722,5,24213,Alice's Adventures in Wonderland & Through the Looking-Glass,0,1841
7723,6,178565,Excellent Women,0,1841
7724,7,2175,Madame Bovary,0,1841
7725,8,10210,Jane Eyre,0,1841
7726,0,11147477,الحب أحسن دواء,0,1842
7727,1,11520800,حب بلا زواج وزواج بلا حب,0,1842
7728,0,9638837,"Devil's Kiss (The Hellraisers, #1)",0,1843
7729,1,3094593,"The Pagan Stone (Sign of Seven, #3)",5,1843
7730,2,2195309,"The Hollow (Sign of Seven, #2)",5,1843
